Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_jugador_lesion,Titulares_cambiados_jornada_anterior,Puntos_y,cut1_y,cut2_y
Girona,Jornada 12,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Las Palmas,Jornada 12,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Leganés,Jornada 12,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Levante,Jornada 12,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Málaga,Jornada 12,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 12,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 12,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Sociedad,Jornada 12,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 12,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Valencia,Jornada 12,Temporada2018,2,1,4,"-0,9847498","0,5597792","1,2640524"
Villarreal,Jornada 12,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 13,Temporada2018,1,1,5,"-0,6769321","0,2519615","0,9562347"
Athletic Bilbao,Jornada 13,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Atlético Madrid,Jornada 13,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 13,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Celta de Vigo,Jornada 13,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Deportivo,Jornada 13,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Eibar,Jornada 13,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 13,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 13,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Girona,Jornada 13,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Las Palmas,Jornada 13,Temporada2018,0,1,4,"-0,325185","-0,0997856","0,6044876"
Leganés,Jornada 13,Temporada2018,2,1,5,"-1,0067145","0,5817439","1,2860171"
Levante,Jornada 13,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Málaga,Jornada 13,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Betis,Jornada 13,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Madrid,Jornada 13,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 13,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 13,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Valencia,Jornada 13,Temporada2018,1,1,4,"-0,6549674","0,2299968","0,93427"
Villarreal,Jornada 13,Temporada2018,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Alavés,Jornada 14,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Athletic Bilbao,Jornada 14,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Atlético Madrid,Jornada 14,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 14,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Celta de Vigo,Jornada 14,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Deportivo,Jornada 14,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 14,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 14,Temporada2018,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Getafe,Jornada 14,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Girona,Jornada 14,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Las Palmas,Jornada 14,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Leganés,Jornada 14,Temporada2018,0,0,8,"-0,1757176","-0,249253","0,4550202"
Levante,Jornada 14,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Málaga,Jornada 14,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 14,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 14,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 14,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Sevilla,Jornada 14,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Valencia,Jornada 14,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 14,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Alavés,Jornada 15,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 15,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Atlético Madrid,Jornada 15,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 15,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 15,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Deportivo,Jornada 15,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 15,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 15,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Getafe,Jornada 15,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Girona,Jornada 15,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Las Palmas,Jornada 15,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 15,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Levante,Jornada 15,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Málaga,Jornada 15,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 15,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 15,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Sociedad,Jornada 15,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Sevilla,Jornada 15,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Valencia,Jornada 15,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Villarreal,Jornada 15,Temporada2018,1,1,5,"-0,6769321","0,2519615","0,9562347"
Alavés,Jornada 16,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Athletic Bilbao,Jornada 16,Temporada2018,2,1,2,"-0,9408204","0,5158498","1,220123"
Atlético Madrid,Jornada 16,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 16,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Celta de Vigo,Jornada 16,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Deportivo,Jornada 16,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Eibar,Jornada 16,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 16,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Getafe,Jornada 16,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Girona,Jornada 16,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Las Palmas,Jornada 16,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 16,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Levante,Jornada 16,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Málaga,Jornada 16,Temporada2018,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Real Betis,Jornada 16,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Madrid,Jornada 16,Temporada2018,0,0,8,"-0,1757176","-0,249253","0,4550202"
Real Sociedad,Jornada 16,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 16,Temporada2018,1,0,5,"-0,4396059","0,0146353","0,7189085"
Valencia,Jornada 16,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Villarreal,Jornada 16,Temporada2018,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Alavés,Jornada 17,Temporada2018,1,0,0,"-0,3297824","-0,0951882","0,609085"
Athletic Bilbao,Jornada 17,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 17,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 17,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Celta de Vigo,Jornada 17,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Deportivo,Jornada 17,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Eibar,Jornada 17,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 17,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 17,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Girona,Jornada 17,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Las Palmas,Jornada 17,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Leganés,Jornada 17,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Levante,Jornada 17,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Málaga,Jornada 17,Temporada2018,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Betis,Jornada 17,Temporada2018,1,0,0,"-0,3297824","-0,0951882","0,609085"
Real Madrid,Jornada 17,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Sociedad,Jornada 17,Temporada2018,0,1,2,"-0,2812556","-0,143715","0,5605582"
Sevilla,Jornada 17,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Valencia,Jornada 17,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Villarreal,Jornada 17,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 18,Temporada2018,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Athletic Bilbao,Jornada 18,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Atlético Madrid,Jornada 18,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 18,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 18,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Deportivo,Jornada 18,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 18,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Espanyol,Jornada 18,Temporada2018,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Getafe,Jornada 18,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Girona,Jornada 18,Temporada2018,2,0,2,"-0,7034942","0,2785236","0,9827968"
Las Palmas,Jornada 18,Temporada2018,1,1,6,"-0,6988968","0,2739262","0,9781994"
Leganés,Jornada 18,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Levante,Jornada 18,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Málaga,Jornada 18,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Betis,Jornada 18,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 18,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 18,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 18,Temporada2018,1,0,6,"-0,4615706","0,0366","0,7408732"
Valencia,Jornada 18,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Villarreal,Jornada 18,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 19,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 19,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 19,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 19,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 19,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Deportivo,Jornada 19,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 19,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 19,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Getafe,Jornada 19,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Girona,Jornada 19,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Las Palmas,Jornada 19,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Leganés,Jornada 19,Temporada2018,1,1,6,"-0,6988968","0,2739262","0,9781994"
Levante,Jornada 19,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Málaga,Jornada 19,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 19,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 19,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 19,Temporada2018,0,1,2,"-0,2812556","-0,143715","0,5605582"
Sevilla,Jornada 19,Temporada2018,2,0,4,"-0,7474236","0,322453","1,0267262"
Valencia,Jornada 19,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Villarreal,Jornada 19,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 20,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 20,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 20,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 20,Temporada2018,1,1,1,"-0,5890733","0,1641027","0,8683759"
Celta de Vigo,Jornada 20,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Deportivo,Jornada 20,Temporada2018,0,1,2,"-0,2812556","-0,143715","0,5605582"
Eibar,Jornada 20,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Espanyol,Jornada 20,Temporada2018,1,0,5,"-0,4396059","0,0146353","0,7189085"
Getafe,Jornada 20,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Girona,Jornada 20,Temporada2018,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Las Palmas,Jornada 20,Temporada2018,0,1,4,"-0,325185","-0,0997856","0,6044876"
Leganés,Jornada 20,Temporada2018,1,0,6,"-0,4615706","0,0366","0,7408732"
Levante,Jornada 20,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Málaga,Jornada 20,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 20,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Madrid,Jornada 20,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 20,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 20,Temporada2018,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Valencia,Jornada 20,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 20,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 21,Temporada2018,1,0,6,"-0,4615706","0,0366","0,7408732"
Athletic Bilbao,Jornada 21,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 21,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Barcelona,Jornada 21,Temporada2018,2,0,5,"-0,7693883","0,3444177","1,0486909"
Celta de Vigo,Jornada 21,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Deportivo,Jornada 21,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Eibar,Jornada 21,Temporada2018,1,0,6,"-0,4615706","0,0366","0,7408732"
Espanyol,Jornada 21,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Getafe,Jornada 21,Temporada2018,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Girona,Jornada 21,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Las Palmas,Jornada 21,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Leganés,Jornada 21,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Levante,Jornada 21,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Málaga,Jornada 21,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 21,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Madrid,Jornada 21,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 21,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 21,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 21,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Villarreal,Jornada 21,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 22,Temporada2018,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Athletic Bilbao,Jornada 22,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Atlético Madrid,Jornada 22,Temporada2018,2,1,4,"-0,9847498","0,5597792","1,2640524"
Barcelona,Jornada 22,Temporada2018,2,0,2,"-0,7034942","0,2785236","0,9827968"
Celta de Vigo,Jornada 22,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Deportivo,Jornada 22,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 22,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Espanyol,Jornada 22,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Getafe,Jornada 22,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Girona,Jornada 22,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Las Palmas,Jornada 22,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Leganés,Jornada 22,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Levante,Jornada 22,Temporada2018,0,1,4,"-0,325185","-0,0997856","0,6044876"
Málaga,Jornada 22,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 22,Temporada2018,2,1,4,"-0,9847498","0,5597792","1,2640524"
Real Madrid,Jornada 22,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 22,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 22,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Valencia,Jornada 22,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Villarreal,Jornada 22,Temporada2018,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Alavés,Jornada 23,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Athletic Bilbao,Jornada 23,Temporada2018,1,0,5,"-0,4396059","0,0146353","0,7189085"
Atlético Madrid,Jornada 23,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 23,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 23,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Deportivo,Jornada 23,Temporada2018,0,1,4,"-0,325185","-0,0997856","0,6044876"
Eibar,Jornada 23,Temporada2018,1,0,0,"-0,3297824","-0,0951882","0,609085"
Espanyol,Jornada 23,Temporada2018,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Getafe,Jornada 23,Temporada2018,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Girona,Jornada 23,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Las Palmas,Jornada 23,Temporada2018,0,0,0,0,"-0,4249706","0,2793026"
Leganés,Jornada 23,Temporada2018,0,1,4,"-0,325185","-0,0997856","0,6044876"
Levante,Jornada 23,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Málaga,Jornada 23,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Betis,Jornada 23,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Madrid,Jornada 23,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 23,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Sevilla,Jornada 23,Temporada2018,0,1,6,"-0,3691144","-0,0558562","0,648417"
Valencia,Jornada 23,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 23,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 24,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 24,Temporada2018,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Atlético Madrid,Jornada 24,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Barcelona,Jornada 24,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 24,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Deportivo,Jornada 24,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Eibar,Jornada 24,Temporada2018,1,1,1,"-0,5890733","0,1641027","0,8683759"
Espanyol,Jornada 24,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Getafe,Jornada 24,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Girona,Jornada 24,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Las Palmas,Jornada 24,Temporada2018,0,1,2,"-0,2812556","-0,143715","0,5605582"
Leganés,Jornada 24,Temporada2018,0,0,8,"-0,1757176","-0,249253","0,4550202"
Levante,Jornada 24,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Málaga,Jornada 24,Temporada2018,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Betis,Jornada 24,Temporada2018,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Madrid,Jornada 24,Temporada2018,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Sociedad,Jornada 24,Temporada2018,1,1,1,"-0,5890733","0,1641027","0,8683759"
Sevilla,Jornada 24,Temporada2018,0,1,2,"-0,2812556","-0,143715","0,5605582"
Valencia,Jornada 24,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 24,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Alavés,Jornada 25,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Athletic Bilbao,Jornada 25,Temporada2018,1,0,5,"-0,4396059","0,0146353","0,7189085"
Atlético Madrid,Jornada 25,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 25,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Celta de Vigo,Jornada 25,Temporada2018,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Deportivo,Jornada 25,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 25,Temporada2018,2,0,3,"-0,7254589","0,3004883","1,0047615"
Espanyol,Jornada 25,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 25,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Girona,Jornada 25,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Las Palmas,Jornada 25,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 25,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Levante,Jornada 25,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Málaga,Jornada 25,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Betis,Jornada 25,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 25,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 25,Temporada2018,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 25,Temporada2018,1,1,3,"-0,6330027","0,2080321","0,9123053"
Valencia,Jornada 25,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 25,Temporada2018,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Alavés,Jornada 26,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Athletic Bilbao,Jornada 26,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 26,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 26,Temporada2018,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Celta de Vigo,Jornada 26,Temporada2018,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Deportivo,Jornada 26,Temporada2018,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 26,Temporada2018,1,0,7,"-0,4835353","0,0585647","0,7628379"
Espanyol,Jornada 26,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 26,Temporada2018,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Girona,Jornada 26,Temporada2018,0,0,2,"-0,0439294","-0,3810412","0,323232"
Las Palmas,Jornada 26,Temporada2018,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 26,Temporada2018,1,0,5,"-0,4396059","0,0146353","0,7189085"
Levante,Jornada 26,Temporada2018,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Málaga,Jornada 26,Temporada2018,1,0,4,"-0,4176412","-0,0073294","0,6969438"
